smiles,iupac_name,is_toxic
Cc1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,N-(cyclobutylmethyl)-2-methyl-N-[(3S)-pyrrolidin-3-yl]benzamide,0
CS(=O)(=O)NCCN1CC2CN(CCCOc3ccc(C#N)cc3)CC(C1)O2,"N-[2-[7-[3-(4-cyanophenoxy)propyl]-9-oxa-3,7-diazabicyclo[3.3.1]nonan-3-yl]ethyl]methanesulfonamide",0
O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2,"(6R)-2-nitro-6-[4-(trifluoromethoxy)phenoxy]-6,7-dihydro-5H-imidazo[2,1-b][1,3]oxazine",0
C=CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN,"[(1S,2S)-2-(5-chloro-2-prop-2-enoxyphenyl)cyclopropyl]methanamine",1
CCN(CC)CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,"N'-[1-[2-(diethylamino)ethyl]-3,4-dihydro-2H-quinolin-6-yl]thiophene-2-carboximidamide",1
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,"6-methoxy-4-[2-[4-([1,3]oxathiolo[5,4-c]pyridin-6-ylmethylamino)piperidin-1-yl]ethyl]quinoline-3-carbonitrile",1
O=C(c1ccccc1Oc1ccccc1)N(CC1CCC1)C1CCNC1,N-(cyclobutylmethyl)-2-phenoxy-N-pyrrolidin-3-ylbenzamide,1
CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)CC12CCC(CC1)C2(C)C,"1-(1,3-benzodioxol-5-yl)-3-[2-[(7,7-dimethyl-1-bicyclo[2.2.1]heptanyl)methyl-methylamino]ethyl]imidazolidin-2-one",1
C[C@H]1OC(=O)[C@]2(C(C)(C)C(N)=O)CC(F)(F)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@H]12,"2-[(1R,3aR,6S,7R,7aS)-7-[(E)-2-[5-(2-cyanophenyl)-2-pyridinyl]ethenyl]-5,5-difluoro-1,6-dimethyl-3-oxo-4,6,7,7a-tetrahydro-1H-2-benzofuran-3a-yl]-2-methylpropanamide",0
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,1-[4-chloro-2-(4-chloro-3-methylphenoxy)phenyl]-N-methylmethanamine,1
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)c(F)c4)c4ccccc4c3=O)CC2)c1,"N-[3-[1-[3-[4-(3,4-difluorophenyl)-1-oxophthalazin-2-yl]propyl]piperidin-4-yl]phenyl]acetamide",0
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)N1CCC(c2ccc(Cl)cc2)CC1,N-[1-[4-(4-chlorophenyl)piperidin-1-yl]-3-methyl-1-oxobutan-2-yl]benzamide,1
CCOC(=O)C1CCC(N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,ethyl 4-[3-[[2-[[5-(trifluoromethyl)-1H-indazol-3-yl]amino]acetyl]amino]azetidin-1-yl]cyclohexane-1-carboxylate,1
NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,4-(2-piperidin-1-ylethoxy)benzenesulfonamide,0
CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CCC(c5ccc(C(F)(F)F)cc5)CC4)cc3)oc12,"4-(5-cyano-7-propan-2-yl-1,3-benzoxazol-2-yl)-N-[[4-[4-(trifluoromethyl)phenyl]cyclohexyl]methyl]benzamide",0
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,"5-chloro-4-imidazo[1,2-a]pyridin-3-yl-N-(2-methoxy-4-morpholin-4-ylphenyl)pyrimidin-2-amine",1
COc1ccc([C@]2(O)CC[C@@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1,"(7s,11s)-N-[2-[[1-[4-hydroxy-4-(4-methoxyphenyl)cyclohexyl]azetidin-3-yl]amino]-2-oxoethyl]-3-(trifluoromethyl)benzamide",1
O[C@H](COc1ccc(F)cc1)CN1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,"(2S)-1-[4-[(3,4-dichlorophenyl)methyl]piperazin-1-yl]-3-(4-fluorophenoxy)propan-2-ol",1
Cc1ccc(F)cc1COC1CCc2ccc(N3CCNCC3C)nc21,"7-[(5-fluoro-2-methylphenyl)methoxy]-2-(2-methylpiperazin-1-yl)-6,7-dihydro-5H-cyclopenta[b]pyridine",1
CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N2CCN(C(=O)Cc3ccc(F)cc3)CC2)c1,3-[4-[2-(4-fluorophenyl)acetyl]piperazine-1-carbonyl]-N-methyl-N-phenylbenzenesulfonamide,1
O=C(CCc1ccccn1)N[C@H]1CC[C@H](c2ccc(O)cc2)CC1,"(12r,15r)-N-[4-(4-hydroxyphenyl)cyclohexyl]-3-pyridin-2-ylpropanamide",0
COc1cc([C@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,"(3R,4R)-1-(2-hydroxyethyl)-4-[3-methoxy-4-[[7-(2-methoxyphenyl)pyrrolo[2,1-f][1,2,4]triazin-2-yl]amino]phenyl]piperidin-3-ol",1
CN(C)CC(O)Cn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1-[1-[3-(dimethylamino)-2-hydroxypropyl]indazol-5-yl]-4-phenylmethoxypyridin-2-one,0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,"N-[2-[2-[3-chloro-4-[(3S,4S)-4-(1-methyl-2-oxo-4-pyridinyl)piperidin-3-yl]phenyl]phenyl]ethyl]acetamide",1
COC[C@@H]1CCCN1N1CCN(c2cccc(Cl)c2)C1=O,1-(3-chlorophenyl)-3-[(2S)-2-(methoxymethyl)pyrrolidin-1-yl]imidazolidin-2-one,1
CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n2c1COCC2)c1ccc(Cl)c(Cl)c1,"N-[(1R)-1-(3,4-dichlorophenyl)propyl]-6-[(2S)-2-methylpyrrolidine-1-carbonyl]-3,4-dihydro-1H-pyrrolo[2,1-c][1,4]oxazine-8-carboxamide",0
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,"[(1S,3R)-3-[[(3S,4S)-3-methoxyoxan-4-yl]amino]-1-propan-2-ylcyclopentyl]-[4-[6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]methanone",0
Cc1c(C#N)cccc1[C@H]1CN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)C[C@H]2CO1,"3-[(3S,9aS)-8-[2-[6-(tetrazol-1-yl)-3-pyridinyl]acetyl]-3,4,6,7,9,9a-hexahydro-1H-pyrazino[2,1-c][1,4]oxazin-3-yl]-2-methylbenzonitrile",0
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,"N-[1-[3-(3-oxo-1,4-benzoxazin-4-yl)propyl]piperidin-4-yl]-2-phenylacetamide",0
CC(=O)NC1CCC(C(C)C(N)C(=O)N2CCC(F)C2)CC1,N-[4-[3-amino-4-(3-fluoropyrrolidin-1-yl)-4-oxobutan-2-yl]cyclohexyl]acetamide,0
Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1,"2-amino-N-[(3S)-1-azabicyclo[2.2.2]octan-3-yl]-1,3-benzoxazole-4-carboxamide",0
N#Cc1ccc(Cn2cncc2CN(Cc2cccnc2)C2CCN(Cc3ccccc3)C2=O)cc1,4-[[5-[[(1-benzyl-2-oxopyrrolidin-3-yl)-(pyridin-3-ylmethyl)amino]methyl]imidazol-1-yl]methyl]benzonitrile,1
CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,2-(4-methylpiperazin-1-yl)-N-[4-(2-morpholin-4-yl-4-oxochromen-8-yl)dibenzothiophen-1-yl]acetamide,0
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,"(4-fluorophenyl)-[(8R)-8-methyl-3-(3-methyl-1,2,4-thiadiazol-5-yl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]methanone",0
Cc1cc(Cl)nnc1N1CCN(C(=O)Nc2nc3ccc(F)cc3s2)[C@H](C)C1,"(2R)-4-(6-chloro-4-methylpyridazin-3-yl)-N-(6-fluoro-1,3-benzothiazol-2-yl)-2-methylpiperazine-1-carboxamide",1
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,"2-[1-(2-chloro-6-fluorophenyl)pyrazolo[5,4-d]pyrimidin-4-yl]oxy-N-(5-fluoro-2-pyridinyl)-3-(3-hydroxyazetidin-1-yl)propanamide",0
C[C@H]1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,"6-[4-[(2S)-2-methylpyrrolidine-1-carbonyl]phenyl]-2-(2-pyrrolidin-1-ylethyl)-3,4-dihydroisoquinolin-1-one",0
CNC1CCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1,N'-[3-[4-(methylamino)cyclohexyl]-1H-indol-5-yl]thiophene-2-carboximidamide,0
COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)OCCN3CCCC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,"2-pyrrolidin-1-ylethyl (3aR,5R,6aR)-5-[(3-methoxyoxan-4-yl)amino]-3a-[3-(trifluoromethyl)-7,8-dihydro-5H-1,6-naphthyridine-6-carbonyl]-1,3,4,5,6,6a-hexahydrocyclopenta[c]pyrrole-2-carboxylate",0
O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2occc2c1,"1-(1-benzofuran-5-yl)-3-[2-(1,3-dihydroisoindol-2-yl)ethyl]imidazolidin-2-one",1
COCCOc1ccc2c(c1)Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,"6-(2-methoxyethoxy)-3-[5-(3-phenoxyprop-1-ynyl)thiophen-3-yl]-1,4-dihydroindeno[2,1-d]pyrazole",0
COc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,4-(2-fluoro-5-methylanilino)-7-methoxy-6-(4-methylpiperazin-1-yl)cinnoline-3-carboxamide,0
Cc1ccc2c(-c3nnc(SCCCN4CCc5c(Cl)cc6oc(C)nc6c5CC4)n3C)cccc2n1,"5-chloro-2-methyl-8-[3-[[4-methyl-5-(2-methylquinolin-5-yl)-1,2,4-triazol-3-yl]sulfanyl]propyl]-6,7,9,10-tetrahydro-[1,3]oxazolo[5,4-i][3]benzazepine",1
COc1ccc(C2(O)CCC(N3CC(NC(=O)CNc4noc5ccc(C(F)(F)F)cc45)C3)CC2)cn1,"N-[1-[4-hydroxy-4-(6-methoxy-3-pyridinyl)cyclohexyl]azetidin-3-yl]-2-[[5-(trifluoromethyl)-1,2-benzoxazol-3-yl]amino]acetamide",1
C[C@@H](O[C@H]1CCn2c(n[nH]c2=O)C[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,"(7S,8R)-7-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-8-(4-fluorophenyl)-2,5,6,7,8,9-hexahydro-[1,2,4]triazolo[4,3-a]azepin-3-one",1
CNc1ccc(/C=C/c2c(F)cccc2F)cc1,"4-[2-(2,6-difluorophenyl)ethenyl]-N-methylaniline",0
Cc1nc2cnc(Oc3ccc4ncsc4c3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,"6-(1,3-benzothiazol-6-yloxy)-2-methyl-3-[[(3S)-1-propan-2-ylpiperidin-3-yl]methyl]pyrido[3,4-d]pyrimidin-4-one",1
CC(=O)N1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1,"1-[8-chloro-1-(1-pyridin-2-ylpiperidin-4-yl)-4,6-dihydro-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-5-yl]ethanone",0
CC(C)(O)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1,2-[5-[4-(trifluoromethoxy)phenyl]-1H-imidazol-2-yl]propan-2-ol,0
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)on6)cc5CC4)n3C)cccc2n1,"5-methyl-3-[3-[3-[[4-methyl-5-(2-methylquinolin-5-yl)-1,2,4-triazol-3-yl]sulfanyl]propyl]-1,2,4,5-tetrahydro-3-benzazepin-7-yl]-1,2-oxazole",1
COc1ccc2c(-n3cnc(C)c3)nc(C#N)c(-c3cccc(F)c3)c2c1,4-(3-fluorophenyl)-6-methoxy-1-(4-methylimidazol-1-yl)isoquinoline-3-carbonitrile,0
O=C1NC[C@@H](c2ccc(F)cc2)C12CCN([C@@H]1COCC[C@@]1(O)c1ccccc1)CC2,"(4S)-4-(4-fluorophenyl)-8-[(3R,4R)-4-hydroxy-4-phenyloxan-3-yl]-2,8-diazaspiro[4.5]decan-1-one",0
N#Cc1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c2ccc(F)cc2)cc1,"4-[3-(4-fluorophenyl)-5-(2-oxo-3H-1,3-benzoxazol-6-yl)-3,4-dihydropyrazol-2-yl]benzonitrile",1
COCCONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,"6-chloro-N-[(3R)-3-[4-[2-methoxyethoxycarbamoyl(thiophen-3-ylmethyl)amino]piperidin-1-yl]butyl]-2,4-dimethylpyridine-3-carboxamide",0
O=S(=O)(c1ccc(F)cc1)c1ccc(C=Cc2ccc(F)cc2)cn1,5-[2-(4-fluorophenyl)ethenyl]-2-(4-fluorophenyl)sulfonylpyridine,1
Cc1nc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,"4-[(5-methyl-1,2,4-oxadiazol-3-yl)methoxy]-5-(pyridin-2-ylmethyl)pyrrolo[3,2-d]pyrimidin-2-amine",0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn[nH]c1C1CC1,"5-cyclopropyl-N-[(2R)-3-[4-(3,4-dichlorophenoxy)piperidin-1-yl]-2-hydroxypropyl]-1H-pyrazole-4-carboxamide",1
c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,(3S)-3-(naphthalen-2-ylmethoxy)pyrrolidine,0
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(=O)[C@@H](C)O)CC1,4-(2-fluoro-4-methylanilino)-6-[4-(2-hydroxypropanoyl)piperazin-1-yl]-7-methoxycinnoline-3-carboxamide,0
C[C@H]1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,benzyl (2S)-4-[5-[(2-aminophenyl)carbamoyl]-2-pyridinyl]-2-methylpiperazine-1-carboxylate,0
CCc1cccc(NC(=O)N2CCc3nc(-c4cncnc4)nc(-c4ccccc4C)c3C2)c1,"N-(3-ethylphenyl)-4-(2-methylphenyl)-2-pyrimidin-5-yl-7,8-dihydro-5H-pyrido[4,3-d]pyrimidine-6-carboxamide",1
CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,"[2-(3,3-dimethylbutyl)pyrrolidin-2-yl]-(1H-indazol-5-yl)methanone",0
Nc1ccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c2c1,2-[(4-phenoxyphenyl)methyl]-3H-benzimidazol-5-amine,1
c1ccc(-c2cnc(Nc3cc(CN4CCCC4)ccn3)s2)cc1,"5-phenyl-N-[4-(pyrrolidin-1-ylmethyl)-2-pyridinyl]-1,3-thiazol-2-amine",1
CC1Cc2c([nH]c3cc(Cl)ccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,"5,7'-dichloro-3'-methylspiro[1H-indole-3,1'-2,3,4,9-tetrahydropyrido[3,4-b]indole]-2-one",0
CN(CCN1CC2CN(CCc3cccc(F)c3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,"4-cyano-N-[2-[7-[2-(3-fluorophenyl)ethyl]-9-oxa-3,7-diazabicyclo[3.3.1]nonan-3-yl]ethyl]-N-methylbenzenesulfonamide",0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,"4-[3-[6-[3-(1,3-benzodioxol-5-yl)-5-(3-fluorophenyl)phenoxy]hexyl]-2-(2-carboxyethyl)phenoxy]butanoic acid",1
CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,"4-[3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-[(2-methylpropan-2-yl)oxymethyl]piperazin-2-one",0
Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,"4-methyl-5-[4-methyl-5-[2-[(2S,3S)-2-[4-(trifluoromethyl)phenyl]-5-azaspiro[2.4]heptan-5-yl]ethylsulfanyl]-1,2,4-triazol-3-yl]-1,3-oxazole",1
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3c(O)cccc32)cc1,"N,N-diethyl-4-(8-hydroxyspiro[chromene-2,4'-piperidine]-4-yl)benzamide",0
CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)n3)C2=O)[C@H](CS(C)(=O)=O)C1,"N-[1-[(1S,2R,4R)-4-[methyl(propan-2-yl)amino]-2-(methylsulfonylmethyl)cyclohexyl]-2-oxopyrrolidin-3-yl]-6-(trifluoromethyl)pyridine-2-carboxamide",0
c1ccc(CCN2C3CCC2CC(c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,2-phenyl-3-[8-(2-phenylethyl)-8-azabicyclo[3.2.1]octan-3-yl]-1H-indole,1
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3c(F)cccc3F)(CC1)CO2,"(3R)-3-[[4-[[(E)-3-(2,6-difluorophenyl)prop-2-enyl]amino]-2-oxabicyclo[2.2.2]octan-1-yl]methyl]-5-fluoro-3-hydroxy-1,7-diazatricyclo[6.3.1.04,12]dodeca-4(12),5,7,9-tetraen-11-one",1
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"2-[4-(1,2-diphenylbut-1-enyl)phenoxy]-N,N-dimethylethanamine",1
COC1COCCC1NC1CCC(C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,[3-[(3-methoxyoxan-4-yl)amino]-1-propan-2-ylcyclopentyl]-[4-[6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]methanone,0
CC(C)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,5-chloro-1-(4-fluorophenyl)-3-propan-2-ylindole,0
O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,4-(4-hydroxy-4-phenylpiperidin-1-yl)-1-phenylbutan-1-one,1
COC(=O)N1CC[C@H](N(Cc2cccc(F)c2F)c2ccc(C#N)c(Cl)c2)C1,"methyl (3S)-3-[3-chloro-4-cyano-N-[(2,3-difluorophenyl)methyl]anilino]pyrrolidine-1-carboxylate",1
CCCN(CC)CC#Cc1ccc(C)cc1,N-ethyl-3-(4-methylphenyl)-N-propylprop-2-yn-1-amine,1
