smiles,iupac_name,is_toxic
C(C(=O)O)N,2-aminoacetic acid,0
C[C@@H](C(=O)O)N,(2S)-2-aminopropanoic acid,0
CC(C)[C@@H](C(=O)O)N,(2S)-2-amino-3-methylbutanoic acid,0
CC(C)C[C@@H](C(=O)O)N,(2S)-2-amino-4-methylpentanoic acid,0
CC[C@H](C)[C@@H](C(=O)O)N,"(2S,3S)-2-amino-3-methylpentanoic acid",0
C([C@@H](C(=O)O)N)O,(2S)-2-amino-3-hydroxypropanoic acid,0
C[C@H]([C@@H](C(=O)O)N)O,"(2S,3R)-2-amino-3-hydroxybutanoic acid",0
C([C@@H](C(=O)O)N)S,(2R)-2-amino-3-sulfanylpropanoic acid,0
CSCC[C@@H](C(=O)O)N,(2S)-2-amino-4-methylsulfanylbutanoic acid,0
C1C[C@H](NC1)C(=O)O,(2S)-pyrrolidine-2-carboxylic acid,0
C1=CC=C(C=C1)C[C@@H](C(=O)O)N,(2S)-2-amino-3-phenylpropanoic acid,0
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,0
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,0
C1=C(NC=N1)C[C@@H](C(=O)O)N,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,0
C(CCN)C[C@@H](C(=O)O)N,"(2S)-2,6-diaminohexanoic acid",0
C(C[C@@H](C(=O)O)N)CN=C(N)N,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0
C([C@@H](C(=O)O)N)C(=O)N,"(2S)-2,4-diamino-4-oxobutanoic acid",0
C(CC(=O)N)[C@@H](C(=O)O)N,"(2S)-2,5-diamino-5-oxopentanoic acid",0
C([C@@H](C(=O)O)N)C(=O)O,(2S)-2-aminobutanedioic acid,0
C(CC(=O)O)[C@@H](C(=O)O)N,(2S)-2-aminopentanedioic acid,0
C(C[C@@H](C(=O)O)N)CN,"(2S)-2,5-diaminopentanoic acid",0
C(C[C@@H](C(=O)O)N)CNC(=O)N,(2S)-2-amino-5-(carbamoylamino)pentanoic acid,0
C(CS(=O)(=O)O)N,2-aminoethanesulfonic acid,0
C[N+](C)(C)CC(=O)[O-],2-(trimethylazaniumyl)acetate,0
C[N+](C)(C)CC(CC(=O)[O-])O,3-hydroxy-4-(trimethylazaniumyl)butanoate,0
CN(CC(=O)O)C(=N)N,2-[carbamimidoyl(methyl)amino]acetic acid,0
C1[C@H](CN[C@@H]1C(=O)O)O,"(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid",0
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,"(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C1[C@H]([C@H]([C@H](C(O1)O)O)O)O,"(3R,4R,5R)-oxane-2,3,4,5-tetrol",0
C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",0
C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",0
C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,"(3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",0
C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,"(3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol",0
C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O,"(3S,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C([C@H]([C@H]([C@H](C(=O)CO)O)O)O)O,"(3R,4R,5R)-1,3,4,5,6-pentahydroxyhexan-2-one",0
C1[C@@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,"(3S,4R,5S)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",0
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",0
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",0
,"(2R,4S)-pentane-1,2,3,4,5-pentol",0
C([C@H]([C@H](CO)O)O)O,"(2S,3R)-butane-1,2,3,4-tetrol",0
C1(C(C(C(C(C1O)O)O)O)O)O,"cyclohexane-1,2,3,4,5,6-hexol",0
[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,"(2S,3S,4S,5R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",0
C1=NC2=NC=NC(=C2N1)N,7H-purin-6-amine,0
C1=NC2=C(N1)C(=O)NC(=N2)N,"2-amino-1,7-dihydropurin-6-one",0
C1=C(NC(=O)N=C1)N,6-amino-1H-pyrimidin-2-one,0
CC1=CNC(=O)NC1=O,"5-methyl-1H-pyrimidine-2,4-dione",0
C1=CNC(=O)NC1=O,"1H-pyrimidine-2,4-dione",0
C1=NC2=C(N1)C(=O)NC(=O)N2,"3,7-dihydropurine-2,6-dione",0
C1=N[13C]2=C(C(=O)N1)[15NH][13CH]=N2,"1,7-dihydropurin-6-one",0
C1=C2C(=NC=N1)N=CN2,7H-purine,0
C(=O)(N)N,carbonyl diamide,0
CN,methanamine,0
CCN,ethanamine,0
CCCN,propan-1-amine,0
CC(C)N,propan-2-amine,0
CCCCN,butan-1-amine,0
CCC(C)N,butan-2-amine,0
CCCCCN,pentan-1-amine,0
CCCCCCN,hexan-1-amine,0
C1CCC(CC1)N,cyclohexanamine,0
CCNC,N-methylethanamine,0
CN(C)C,"N,N-dimethylmethanamine",0
CCNCC,N-ethylethanamine,0
CCN(CC)CC,"N,N-diethylethanamine",0
C1=CC=C(C=C1)N,benzenamine,1
CC1=CC=CC=C1N,2-methylaniline,1
CC1=CC(=CC=C1)N,3-methylaniline,1
CC1=CC=C(C=C1)N,4-methylaniline,1
C1=CC(=CC=C1N)Cl,4-chloroaniline,1
C1=CC(=CC=C1N)[N+](=O)[O-],4-nitroaniline,1
C1=CC=C(C=C1)NC2=CC=CC=C2,N-phenylaniline,0
C1=CC=C(C=C1)NN,phenylhydrazine,1
C1=CC=C(C=C1)[N+](=O)[O-],nitrobenzene,1
C[N+](=O)[O-],nitromethane,1
CC[N+](=O)[O-],1-nitroethane,0
CCC[N+](=O)[O-],1-nitropropane,1
CC(C)[N+](=O)[O-],2-nitropropane,1
NN,hydrazine,1
CNN,methylhydrazine,1
NO,hydroxylamine,1
C(=O)N,methanamide,1
CC(=O)N,ethanamide,0
C1=CC=C(C=C1)C(=O)N,benzamide,0
C=CC(=O)N,prop-2-enamide,1
CC#N,ethanenitrile,1
CCC#N,propanenitrile,1
CCCC#N,butanenitrile,1
CCCCC#N,pentanenitrile,0
C1=CC=C(C=C1)C#N,benzonitrile,0
C=CC#N,prop-2-enenitrile,1
CCl,chloromethane,1
C(Cl)Cl,dichloromethane,1
C(Cl)(Cl)Cl,trichloromethane,1
C(Cl)(Cl)(Cl)Cl,tetrachloromethane,1
CBr,bromomethane,1
CI,iodomethane,1
CF,fluoromethane,1
CCCl,chloroethane,1
CCBr,bromoethane,1
C(CCl)Cl,"1,2-dichloroethane",1
CC(Cl)Cl,"1,1-dichloroethane",1
CC(Cl)(Cl)Cl,"1,1,1-trichloroethane",1
C(C(Cl)Cl)Cl,"1,1,2-trichloroethane",1
C(CBr)Br,"1,2-dibromoethane",1
C=CCl,chloroethene,1
C=C(Cl)Cl,"1,1-dichloroethene",1
C(=C(Cl)Cl)Cl,"1,1,2-trichloroethene",1
C(=C(Cl)Cl)(Cl)Cl,"1,1,2,2-tetrachloroethene",1
C=CBr,bromoethene,1
C1=CC=C(C=C1)Cl,chlorobenzene,1
C1=CC=C(C=C1)F,fluorobenzene,1
C1=CC=C(C=C1)Br,bromobenzene,1
C1=CC=C(C=C1)I,iodobenzene,1
C1=CC=C(C(=C1)Cl)Cl,"1,2-dichlorobenzene",1
C1=CC(=CC(=C1)Cl)Cl,"1,3-dichlorobenzene",1
C1=CC(=CC=C1Cl)Cl,"1,4-dichlorobenzene",1
C1=CC(=C(C=C1Cl)Cl)Cl,"1,2,4-trichlorobenzene",1
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5,6-hexachlorobenzene",1
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,"2,3,4,5,6-pentachlorophenol",1
C1=CC=C2C(=C1)C=CC=C2Cl,1-chloronaphthalene,1
C(CCl)O,2-chloroethanol,1
C(CBr)O,2-bromoethanol,1
C=CCCl,3-chloroprop-1-ene,1
S,hydrogen sulfide,1
C(=S)=S,carbon disulfide,1
CSC,dimethyl sulfide,0
CS(=O)C,dimethyl sulfoxide,0
CS(=O)(=O)C,dimethyl sulfone,0
CS(=O)(=O)O,methanesulfonic acid,0
CCS(=O)(=O)O,ethanesulfonic acid,0
C1=CC=C(C=C1)S(=O)(=O)O,benzenesulfonic acid,1
C1=CSC=C1,thiophene,0
C1CCSC1,thiolane,0
C1CCSCC1,thiane,0
O,oxidane,0
[Na+].[Cl-],sodium chloride,0
[Cl-].[K+],potassium chloride,0
[Cl-].[Cl-].[Ca+2],calcium dichloride,0
[Mg+2].[Cl-].[Cl-],magnesium dichloride,0
[Na+].[Br-],sodium bromide,0
[K+].[Br-],potassium bromide,0
[Na+].[I-],sodium iodide,0
[F-].[Na+],sodium fluoride,0
[OH-].[Na+],sodium hydroxide,1
[OH-].[K+],potassium hydroxide,1
[Li+].[OH-],lithium hydroxide,1
O=[Ca],calcium oxide,0
[OH-].[OH-].[Ca+2],calcium hydroxide,0
O=[Mg],magnesium oxide,0
[OH-].[OH-].[Mg+2],magnesium hydroxide,0
C(=O)([O-])[O-].[Na+].[Na+],sodium carbonate,0
C(=O)([O-])[O-].[K+].[K+],potassium carbonate,0
C(=O)(O)[O-].[Na+],sodium hydrogen carbonate,0
C(=O)([O-])[O-].[Ca+2],calcium carbonate,0
[O-]S(=O)(=O)[O-].[Ba+2],barium sulfate,0
[Cl-].[Cl-].[Ba+2],barium chloride,1
[O-]S(=O)(=O)[O-].[Cu+2],copper sulfate,1
Cl[Zn]Cl,zinc chloride,1
[O-2].[Zn+2],zinc oxide,0
[O-]S(=O)(=O)[O-].[Zn+2],zinc sulfate,0
[O-]S(=O)(=O)[O-].[Fe+2],iron(II) sulfate,0
O=[Mn]=O,manganese dioxide,1
O=[Cr](=O)=O,chromium trioxide,1
[O-2].[O-2].[O-2].[As+3].[As+3],arsenic trioxide,1
O=[Pb],lead(II) oxide,1
Cl[Hg]Cl,mercury(II) chloride,1
Cl[Ni]Cl,nickel(II) chloride,1
Cl[Co]Cl,cobalt(II) chloride,1
Cl[Cd]Cl,cadmium chloride,1
Cl[Tl],thallium(I) chloride,1
[Be+2].[Cl-].[Cl-],beryllium dichloride,1
O=[Se]=O,selenium dioxide,1
O=[V](=O)O[V](=O)=O,vanadium pentoxide,1
[O-2].[O-2].[O-2].[Sb+3].[Sb+3],antimony trioxide,1
,bismuth(III) oxide,0
O=[Si]=O,silicon dioxide,0
O=[Ti]=O,titanium dioxide,0
[O-2].[O-2].[O-2].[Al+3].[Al+3],aluminium oxide,0
,iron(III) oxide,0
[N+](=O)([O-])[O-].[Ag+],silver nitrate,1
[NH4+].[N+](=O)([O-])[O-],ammonium nitrate,1
[N+](=O)([O-])[O-].[K+],potassium nitrate,1
[N+](=O)([O-])[O-].[Na+],sodium nitrate,1
N(=O)[O-].[Na+],sodium nitrite,1
[O-]Cl(=O)=O.[K+],potassium chlorate,1
[O-]Cl(=O)=O.[Na+],sodium chlorate,1
OS(=O)(=O)O,sulfuric acid,1
Cl,hydrochloric acid,1
[N+](=O)(O)[O-],nitric acid,1
OP(=O)(O)O,phosphoric acid,0
F,hydrofluoric acid,1
OCl(=O)(=O)=O,perchloric acid,1
Br,hydrobromic acid,1
C(=O)(O)O,carbonic acid,0
C(=O)=O,carbon dioxide,0
[C-]#[O+],carbon monoxide,1
N#N,nitrogen,0
O=O,oxygen,0
[Ar],argon,0
[He],helium,0
[Ne],neon,0
[Kr],krypton,0
[Xe],xenon,0
FF,fluorine,1
ClCl,chlorine,1
BrBr,bromine,1
N,ammonia,1
[N-]=[N+]=O,nitrous oxide,0
N(=O)[O],nitrogen dioxide,1
O=S=O,sulfur dioxide,1
O=S(=O)=O,sulfur trioxide,1
Cl,hydrogen chloride,1
Br,hydrogen bromide,1
F,hydrogen fluoride,1
P,phosphane,1
[AsH3],arsane,1
[SiH4],silane,1
B,borane,1
[SbH3],stibane,1
C#N,hydrogen cyanide,1
[N+](=O)([N+](=O)[O-])[O-],dinitrogen tetroxide,1
[C-]#N.[Na+],sodium cyanide,1
[C-]#N.[K+],potassium cyanide,1
C(#N)Cl,carbononitridic chloride,1
[N-]=[N+]=[N-].[Na+],sodium azide,1
C1=CC=C(C(=C1)O)O,"benzene-1,2-diol",1
C1=CC(=CC(=C1)O)O,"benzene-1,3-diol",1
C1=CC(=CC=C1O)O,"benzene-1,4-diol",1
C1=CC(=C(C(=C1)O)O)O,"benzene-1,2,3-triol",1
C1=C(C=C(C=C1O)O)O,"benzene-1,3,5-triol",1
C1=CC(=CC=C1[N+](=O)[O-])O,4-nitrophenol,1
C1=CC=C(C(=C1)[N+](=O)[O-])O,2-nitrophenol,1
C1=CC(=CC=C1O)Cl,4-chlorophenol,1
C1=CC=C(C(=C1)O)Cl,2-chlorophenol,1
COC=O,methyl methanoate,0
CC(=O)OC,methyl ethanoate,0
CCOC(=O)C,ethyl ethanoate,0
CCCOC(=O)C,propyl ethanoate,0
CCCCOC(=O)C,butyl ethanoate,0
CCCCCOC(=O)C,pentyl ethanoate,0
CCC(=O)OC,methyl propanoate,0
CCC(=O)OCC,ethyl propanoate,0
CCCC(=O)OC,methyl butanoate,0
CCCC(=O)OCC,ethyl butanoate,0
COC(=O)C1=CC=CC=C1,methyl benzoate,0
CCOC(=O)C1=CC=CC=C1,ethyl benzoate,0
,phenyl ethanoate,0
CC(=O)OCC1=CC=CC=C1,benzyl ethanoate,0
COC(=O)OC,dimethyl carbonate,0
CCOC(=O)OCC,diethyl carbonate,0
COC(=O)C(=O)OC,dimethyl oxalate,0
CCOC(=O)C(=O)OCC,diethyl oxalate,0
COC(=O)CC(=O)OC,dimethyl propanedioate,0
CCOC(=O)CC(=O)OCC,diethyl propanedioate,0
COC(=O)C1=CC=CC=C1O,methyl 2-hydroxybenzoate,0
C1CCNCC1,piperidine,0
C1CNCCN1,piperazine,0
C1CCNC1,pyrrolidine,0
C1CNC1,azetidine,0
C1COCCN1,morpholine,1
C1CN1,aziridine,1
C1=CC=NC=C1,pyridine,1
CC1=CC=CC=N1,2-methylpyridine,1
CC1=CN=CC=C1,3-methylpyridine,1
CC1=CC=NC=C1,4-methylpyridine,1
CC1=NC(=CC=C1)C,"2,6-dimethylpyridine",1
C1=CN=CN=C1,pyrimidine,0
C1=CN=CC=N1,pyrazine,0
C1=CC=NN=C1,pyridazine,0
C1=NC=NC=N1,"1,3,5-triazine",0
C1=CC=C2C(=C1)C=CC=N2,quinoline,1
C1=CC=C2C=NC=CC2=C1,isoquinoline,1
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,acridine,1
C1=CC=C2C(=C1)N=CC=N2,quinoxaline,0
C1=CC=C2C(=C1)C=NC=N2,quinazoline,0
C1=CNC=C1,1H-pyrrole,0
C1=CN=CN1,1H-imidazole,0
C1=NC=NN1,"1H-1,2,4-triazole",0
C1=NNN=C1,"1,2,3-triazole",0
C1=CC=C2C(=C1)C=CN2,1H-indole,0
C1CNC2=CC=CC=C21,"2,3-dihydro-1H-indole",0
C1=CC=C2C(=C1)NC=N2,1H-benzimidazole,0
C1=CC=C2C(=C1)N=CO2,"1,3-benzoxazole",0
C1=CC=C2C(=C1)N=CS2,"1,3-benzothiazole",0
C1=CC=C2C(=C1)C=CO2,1-benzofuran,0
C1=CN=C2C(=N1)C=NC=N2,pteridine,0
C1C2=CC=CC=C2OC3=CC=CC=C31,9H-xanthene,0
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",0
